0.02	0.03	-2.07
0.02	0.03	-2.07
0.1	-0.06	-2.07
0.03070017	-0.07914765	-2.07
0.01656741	-0.08701041	-2.07
0.01656741	-0.09240286	-2.07
0.01656586	-0.09532495	-2.07
0.01661625	-0.09577103	-2.07
0.0165895	-0.09577103	-2.07
0.01665481	-0.09577103	-2.07
0.01640848	-0.09577103	-2.07
0.01656648	-0.09577103	-2.07
0.01656773	-0.09577103	-2.07
0.01656555	-0.09577103	-2.07
0.01656586	-0.09577103	-2.07
0.01656804	-0.09577103	-2.07
0.01656617	-0.09577103	-2.07
0.01656679	-0.09577103	-2.07
0.01659727	-0.09577103	-2.07
0.01653569	-0.09577103	-2.07
0.0165671	-0.09577103	-2.07
0.0165699	-0.09577103	-2.07
0.0313701	-0.1046278	-2.07
0.01684204	-0.1119357	-2.07
0.1	-0.2453267	-2.07
0.0265524	-0.2870904	-2.07
0.0165671	-0.3156187	-2.07
0.01656679	-0.3466166	-2.07
0.01656679	-0.3800846	-2.07
0.01684609	-0.416671	-2.07
0.01651392	-0.4549904	-2.07
0.01653414	-0.495817	-2.07
0.01637303	-0.5386586	-2.07
0.0166433	-0.5847003	-2.07
0.01649059	-0.632767	-2.07
0.01656555	-0.6824636	-2.07
0.01656741	-0.7321659	-2.07
0.01656835	-0.7818709	-2.07
0.01656648	-0.8315703	-2.07
0.01656493	-0.8812651	-2.07
0.01722833	-0.9329501	-2.07
0.01601255	-0.9809877	-2.07
0.01651143	-1.030522	-2.07
0.0165161	-1.08007	-2.07
0.01656679	-1.129771	-2.07
0.01779936	-1.183169	-2.07
0.01667254	-1.233186	-2.07
0.01650552	-1.282703	-2.07
0.0165248	-1.332277	-2.07
0.01656524	-1.381973	-2.07
0.01656741	-1.431675	-2.07
0.01689025	-1.482346	-2.07
0.01624333	-1.531076	-2.07
0.01656679	-1.580776	-2.07
0.0165643	-1.630469	-2.07
0.01667192	-1.680485	-2.07
0.01651174	-1.73002	-2.07
0.01651827	-1.779575	-2.07
0.01656679	-1.829276	-2.07
0.01695277	-1.880134	-2.07
0.01617895	-1.928671	-2.07
0.01656648	-1.97837	-2.07
0.0165671	-2.028071	-2.07
0.01656679	-2.077772	-2.07
0.01656586	-2.127469	-2.07
0.01656897	-2.177176	-2.07
0.01656617	-2.226875	-2.07
0.01656741	-2.276577	-2.07
0.01656648	-2.326277	-2.07
0.01675807	-2.376551	-2.07
0.01676833	-2.426856	-2.07
0.01617366	-2.475377	-2.07
0.01663739	-2.525289	-2.07
0.01649588	-2.574776	-2.07
0.0165727	-2.622023	-2.07
0.01656088	-2.666767	-2.07
0.0165699	-2.709064	-2.07
0.01667192	-2.74912	-2.07
0.01645794	-2.786225	-2.07
0.01656679	-2.821105	-2.07
0.01714125	-2.854549	-2.07
0.01599172	-2.88345	-2.07
0.01656741	-2.91092	-2.07
0.01656586	-2.935918	-2.07
0.01732662	-2.959362	-2.07
0.0158051	-2.978499	-2.07
0.1	-2.978499	-2.07
0.04653264	-2.959012	-2.07
0.01669524	-2.949511	-2.07
0.01644083	-2.937723	-2.07
0.01687595	-2.923059	-2.07
0.09991052	-2.746408	-2.07
0.04192799	-2.656453	-2.07
0.01656773	-2.618438	-2.07
0.01656617	-2.577956	-2.07
0.01656741	-2.535	-2.07
0.01656586	-2.489579	-2.07
0.01656679	-2.441685	-2.07
0.01656866	-2.391979	-2.07
0.01656679	-2.342279	-2.07
0.01695992	-2.291399	-2.07
0.016536	-2.241791	-2.07
0.01649495	-2.192307	-2.07
0.01627599	-2.143479	-2.07
0.01656741	-2.093776	-2.07
0.01744418	-2.041444	-2.07
0.01599545	-1.993457	-2.07
0.01635654	-1.944388	-2.07
0.01646975	-1.894979	-2.07
0.01656493	-1.845284	-2.07
0.01656741	-1.795581	-2.07
0.01656586	-1.745884	-2.07
0.0165671	-1.696183	-2.07
0.0168209	-1.64572	-2.07
0.01631176	-1.596785	-2.07
0.01672604	-1.546607	-2.07
0.01640755	-1.497384	-2.07
0.01661935	-1.447526	-2.07
0.01651547	-1.397979	-2.07
0.01656555	-1.348283	-2.07
0.09775515	-1.055017	-2.07
0.03769749	-0.9419246	-2.07
0.01662464	-0.8920507	-2.07
0.01651081	-0.8425183	-2.07
0.0165671	-0.7928169	-2.07
0.01702586	-0.7417394	-2.07
0.01610524	-0.6934237	-2.07
0.01656679	-0.6437233	-2.07
0.01681032	-0.5932924	-2.07
0.01634379	-0.544261	-2.07
0.01659292	-0.4944822	-2.07
0.0283952	-0.4092966	-2.07
0.08179298	-0.1639177	-2.07
0.02408664	-0.09165779	-2.07
